state,month,energySource,powerGenerated
KS,6,Wind,2729495
KY,6,Coal,4133210
KY,6,Hydroelectric Conventional,261593
KY,6,Natural Gas,1809509
KY,6,Other,40690
KY,6,Solar Thermal and Photovoltaic,24465
KY,6,Total,6269466
LA,6,Coal,489902
LA,6,Hydroelectric Conventional,47169
LA,6,Natural Gas,6835972
LA,6,Other,1409452
LA,6,Solar Thermal and Photovoltaic,82124
LA,6,Total,8864618
MA,6,Coal,0
MA,6,Hydroelectric Conventional,96038
MA,6,Natural Gas,1123907
MA,6,Other,135487
MA,6,Solar Thermal and Photovoltaic,250186
MA,6,Total,1620707
MA,6,Wind,15090
MD,6,Coal,244128
MD,6,Hydroelectric Conventional,76746
MD,6,Natural Gas,1264165
MD,6,Other,1324400
MD,6,Solar Thermal and Photovoltaic,129966
MD,6,Total,3074372
MD,6,Wind,34966
ME,6,Coal,1606
ME,6,Hydroelectric Conventional,296057
ME,6,Natural Gas,420254
ME,6,Other,137939
ME,6,Solar Thermal and Photovoltaic,106880
ME,6,Total,1158070
ME,6,Wind,195334
MI,6,Coal,2518973
MI,6,Hydroelectric Conventional,134358
MI,6,Natural Gas,4630961
MI,6,Other,2547188
MI,6,Solar Thermal and Photovoltaic,222734
MI,6,Total,10830932
MI,6,Wind,776718
MN,6,Coal,974513
MN,6,Hydroelectric Conventional,82351
MN,6,Natural Gas,1195052
MN,6,Other,1305488
MN,6,Solar Thermal and Photovoltaic,259162
MN,6,Total,4965555
MN,6,Wind,1148989
MO,6,Coal,3744052
MO,6,Hydroelectric Conventional,35343
MO,6,Natural Gas,1136758
MO,6,Other,936285
MO,6,Solar Thermal and Photovoltaic,19886
MO,6,Total,6402586
MO,6,Wind,530261
MS,6,Coal,285416
MS,6,Natural Gas,5321767
MS,6,Other,1099237
MS,6,Solar Thermal and Photovoltaic,163274
MS,6,Total,6892296
MS,6,Wind,22602
MT,6,Coal,325853
MT,6,Hydroelectric Conventional,853681
MT,6,Natural Gas,72059
MT,6,Other,65001
MT,6,Solar Thermal and Photovoltaic,49424
MT,6,Total,1834577
MT,6,Wind,468559
NC,6,Coal,2010593
NC,6,Hydroelectric Conventional,251345
NC,6,Natural Gas,5416283
NC,6,Other,3853371
NC,6,Solar Thermal and Photovoltaic,1390743
NC,6,Total,12950456
NC,6,Wind,28121
ND,6,Coal,1792309
ND,6,Hydroelectric Conventional,205260
ND,6,Natural Gas,220548
ND,6,Other,6864
ND,6,Total,3455112
ND,6,Wind,1230131
NE,6,Coal,1091073
NE,6,Hydroelectric Conventional,111357
NE,6,Natural Gas,153954
NE,6,Other,575188
NE,6,Solar Thermal and Photovoltaic,27865
NE,6,Total,2915873
NE,6,Wind,956437
NH,6,Coal,0
NH,6,Hydroelectric Conventional,92205
NH,6,Natural Gas,531509
NH,6,Other,979057
NH,6,Solar Thermal and Photovoltaic,395
NH,6,Total,1635661
NH,6,Wind,32496
NJ,6,Coal,0
NJ,6,Hydroelectric Conventional,0
NJ,6,Natural Gas,2953497
NJ,6,Other,2568256
NJ,6,Solar Thermal and Photovoltaic,199047
NJ,6,Total,5722468
NJ,6,Wind,1668
NM,6,Coal,919912
NM,6,Hydroelectric Conventional,18766
NM,6,Natural Gas,1233992
NM,6,Other,-1003
NM,6,Solar Thermal and Photovoltaic,429576
NM,6,Total,3781294
NM,6,Wind,1180050
NV,6,Coal,208117
NV,6,Hydroelectric Conventional,186870
NV,6,Natural Gas,2255516
NV,6,Other,278329
NV,6,Solar Thermal and Photovoltaic,1499103
NV,6,Total,4451902
NV,6,Wind,23967
NY,6,Coal,0
NY,6,Hydroelectric Conventional,2296907
NY,6,Natural Gas,5888593
NY,6,Other,2569990
NY,6,Solar Thermal and Photovoltaic,369334
NY,6,Total,11589504
NY,6,Wind,464680
OH,6,Coal,3046475
OH,6,Hydroelectric Conventional,34161
OH,6,Natural Gas,7340616
OH,6,Other,1710394
OH,6,Solar Thermal and Photovoltaic,477139
OH,6,Total,12823348
OH,6,Wind,214562
OK,6,Coal,616642
OK,6,Hydroelectric Conventional,56600
OK,6,Natural Gas,4894097
OK,6,Other,27056
OK,6,Solar Thermal and Photovoltaic,42004
OK,6,Total,9055593
OK,6,Wind,3419196
OR,6,Hydroelectric Conventional,2293861
OR,6,Natural Gas,1665929
OR,6,Other,93138
OR,6,Solar Thermal and Photovoltaic,263156
OR,6,Total,5213721
OR,6,Wind,897638
PA,6,Coal,1279028
PA,6,Hydroelectric Conventional,160931
PA,6,Natural Gas,13610620
PA,6,Other,6652066
PA,6,Solar Thermal and Photovoltaic,153272
PA,6,Total,22121612
PA,6,Wind,265697
RI,6,Coal,0
RI,6,Hydroelectric Conventional,482
RI,6,Natural Gas,804798
RI,6,Other,21805
RI,6,Solar Thermal and Photovoltaic,72409
RI,6,Total,913286
RI,6,Wind,13792
SC,6,Coal,1807409
SC,6,Hydroelectric Conventional,84991
SC,6,Natural Gas,1915986
SC,6,Other,4580595
SC,6,Solar Thermal and Photovoltaic,335430
SC,6,Total,8724409
SD,6,Coal,139998
SD,6,Hydroelectric Conventional,418712
SD,6,Natural Gas,155524
SD,6,Other,2463
SD,6,Solar Thermal and Photovoltaic,53634
SD,6,Total,1709429
SD,6,Wind,939099
TN,6,Coal,1966911
TN,6,Hydroelectric Conventional,483667
TN,6,Natural Gas,1444351
TN,6,Other,3252582
TN,6,Solar Thermal and Photovoltaic,120181
TN,6,Total,7269791
TN,6,Wind,2098
TX,6,Coal,5475368
TX,6,Hydroelectric Conventional,32336
TX,6,Natural Gas,27770251
TX,6,Other,3910868
TX,6,Solar Thermal and Photovoltaic,4079328
TX,6,Total,52377673
TX,6,Wind,11109521
UT,6,Coal,1070251
UT,6,Hydroelectric Conventional,76081
UT,6,Natural Gas,951154
UT,6,Other,58716
UT,6,Solar Thermal and Photovoltaic,577846
UT,6,Total,2803789
UT,6,Wind,69739
VA,6,Coal,238864
VA,6,Hydroelectric Conventional,47149
VA,6,Natural Gas,5585071
VA,6,Other,2650761
VA,6,Solar Thermal and Photovoltaic,886094
VA,6,Total,9410975
VA,6,Wind,3036
VT,6,Hydroelectric Conventional,113142
VT,6,Natural Gas,190
VT,6,Other,31034
VT,6,Solar Thermal and Photovoltaic,25330
VT,6,Total,197303
VT,6,Wind,27607
WA,6,Coal,3275
WA,6,Hydroelectric Conventional,6234523
WA,6,Natural Gas,980521
WA,6,Other,922992
WA,6,Solar Thermal and Photovoltaic,58278
WA,6,Total,8913468
WA,6,Wind,713880
WI,6,Coal,1719002
WI,6,Hydroelectric Conventional,187986
WI,6,Natural Gas,2473167
WI,6,Other,970712
WI,6,Solar Thermal and Photovoltaic,334234
WI,6,Total,5840536
WI,6,Wind,155435
WV,6,Coal,5069457
WV,6,Hydroelectric Conventional,106345
WV,6,Natural Gas,382142
WV,6,Other,11020
WV,6,Solar Thermal and Photovoltaic,26169
WV,6,Total,5723995
WV,6,Wind,128863
WY,6,Coal,1602010
WY,6,Hydroelectric Conventional,90291
WY,6,Natural Gas,526741
WY,6,Other,40227
WY,6,Solar Thermal and Photovoltaic,57039
WY,6,Total,3112082
WY,6,Wind,795773
AK,7,Coal,71910
AK,7,Hydroelectric Conventional,171677
AK,7,Natural Gas,349233
AK,7,Other,70779
AK,7,Solar Thermal and Photovoltaic,1784
AK,7,Total,671859
AK,7,Wind,6476
AL,7,Coal,1909363
AL,7,Hydroelectric Conventional,388048
AL,7,Natural Gas,7318220
AL,7,Other,4269421
AL,7,Solar Thermal and Photovoltaic,128195
AL,7,Total,14013246
AR,7,Coal,1764743
AR,7,Hydroelectric Conventional,159971
AR,7,Natural Gas,2883588
AR,7,Other,1435230
AR,7,Solar Thermal and Photovoltaic,238116
AR,7,Total,6481648
AZ,7,Coal,1098623
AZ,7,Hydroelectric Conventional,480052
AZ,7,Natural Gas,6652453
AZ,7,Other,2982263
AZ,7,Solar Thermal and Photovoltaic,1229342
AZ,7,Total,12660389
AZ,7,Wind,217657
CA,7,Coal,23024
CA,7,Hydroelectric Conventional,3410632
CA,7,Natural Gas,10940184
CA,7,Other,3108839
CA,7,Solar Thermal and Photovoltaic,5529562
CA,7,Total,24190941
CA,7,Wind,1178700
CO,7,Coal,1678937
CO,7,Hydroelectric Conventional,164654
CO,7,Natural Gas,2062507
CO,7,Other,16816
CO,7,Solar Thermal and Photovoltaic,556785
CO,7,Total,5703499
CO,7,Wind,1223800
CT,7,Coal,0
CT,7,Hydroelectric Conventional,32844
CT,7,Natural Gas,2766137
CT,7,Other,1654134
CT,7,Solar Thermal and Photovoltaic,53402
CT,7,Total,4507001
CT,7,Wind,483
DC,7,Natural Gas,10949
DC,7,Other,4223
DC,7,Solar Thermal and Photovoltaic,5703
DC,7,Total,20875
DE,7,Coal,26134
DE,7,Natural Gas,658028
DE,7,Other,31603
DE,7,Solar Thermal and Photovoltaic,19232
DE,7,Total,735025
DE,7,Wind,28
FL,7,Coal,1120477
FL,7,Hydroelectric Conventional,17272
FL,7,Natural Gas,21486915
FL,7,Other,3295374
FL,7,Solar Thermal and Photovoltaic,1771185
FL,7,Total,27691224
GA,7,Coal,2187863
GA,7,Hydroelectric Conventional,136963
GA,7,Natural Gas,6255708
GA,7,Other,4702110
GA,7,Solar Thermal and Photovoltaic,866513
GA,7,Total,14149158
HI,7,Hydroelectric Conventional,7937
HI,7,Other,645490
HI,7,Solar Thermal and Photovoltaic,78194
HI,7,Total,798085
HI,7,Wind,66464
IA,7,Coal,1905856
IA,7,Hydroelectric Conventional,111168
IA,7,Natural Gas,1326110
IA,7,Other,25099
IA,7,Solar Thermal and Photovoltaic,76520
IA,7,Total,5430860
IA,7,Wind,1986108
ID,7,Coal,0
ID,7,Hydroelectric Conventional,791723
ID,7,Natural Gas,644543
ID,7,Other,32355
ID,7,Solar Thermal and Photovoltaic,137511
ID,7,Total,1758588
ID,7,Wind,152456
IL,7,Coal,2862018
IL,7,Hydroelectric Conventional,5511
IL,7,Natural Gas,4333606
IL,7,Other,8703804
IL,7,Solar Thermal and Photovoltaic,292423
IL,7,Total,17201494
IL,7,Wind,1004133
IN,7,Coal,4591960
IN,7,Hydroelectric Conventional,33112
IN,7,Natural Gas,4010152
IN,7,Other,224825
IN,7,Solar Thermal and Photovoltaic,382839
IN,7,Total,9642666
IN,7,Wind,399778
KS,7,Coal,1901420
KS,7,Hydroelectric Conventional,3396
KS,7,Natural Gas,762501
KS,7,Other,903456
KS,7,Solar Thermal and Photovoltaic,9923
KS,7,Total,5707462
KS,7,Wind,2126766
KY,7,Coal,4560620
KY,7,Hydroelectric Conventional,263009
KY,7,Natural Gas,2170222
KY,7,Other,41581
KY,7,Solar Thermal and Photovoltaic,30617
KY,7,Total,7066049
LA,7,Coal,298181
LA,7,Hydroelectric Conventional,48075
LA,7,Natural Gas,7709632
LA,7,Other,1812590
LA,7,Solar Thermal and Photovoltaic,128075
LA,7,Total,9996553
MA,7,Coal,0
MA,7,Hydroelectric Conventional,97333
MA,7,Natural Gas,1911533
MA,7,Other,131151
MA,7,Solar Thermal and Photovoltaic,236934
MA,7,Total,2386609
MA,7,Wind,9658
MD,7,Coal,385069
MD,7,Hydroelectric Conventional,55486
MD,7,Natural Gas,1943592
MD,7,Other,1253554
MD,7,Solar Thermal and Photovoltaic,121290
MD,7,Total,3785690
MD,7,Wind,26700
ME,7,Coal,1625
ME,7,Hydroelectric Conventional,301671
ME,7,Natural Gas,527691
ME,7,Other,156592
ME,7,Solar Thermal and Photovoltaic,131674
ME,7,Total,1255798
ME,7,Wind,136546
MI,7,Coal,2929872
MI,7,Hydroelectric Conventional,132779
MI,7,Natural Gas,6248190
MI,7,Other,2709757
MI,7,Solar Thermal and Photovoltaic,232350
MI,7,Total,12645406
MI,7,Wind,392457
MN,7,Coal,1286210
MN,7,Hydroelectric Conventional,71575
MN,7,Natural Gas,2071088
MN,7,Other,1399148
MN,7,Solar Thermal and Photovoltaic,256864
MN,7,Total,5781220
MN,7,Wind,696337
MO,7,Coal,4475473
MO,7,Hydroelectric Conventional,32670
MO,7,Natural Gas,1658015
MO,7,Other,927741
MO,7,Solar Thermal and Photovoltaic,19062
MO,7,Total,7464513
MO,7,Wind,351553
MS,7,Coal,315570
MS,7,Natural Gas,6121851
MS,7,Other,1140022
MS,7,Solar Thermal and Photovoltaic,184314
MS,7,Total,7780290
MS,7,Wind,18534
MT,7,Coal,788829
MT,7,Hydroelectric Conventional,833526
MT,7,Natural Gas,130170
MT,7,Other,59686
MT,7,Solar Thermal and Photovoltaic,50506
MT,7,Total,2161874
MT,7,Wind,299157
NC,7,Coal,2148911
NC,7,Hydroelectric Conventional,252636
NC,7,Natural Gas,6310016
NC,7,Other,3988194
NC,7,Solar Thermal and Photovoltaic,1290869
NC,7,Total,14020168
NC,7,Wind,29542
ND,7,Coal,2237976
ND,7,Hydroelectric Conventional,201880
ND,7,Natural Gas,328874
ND,7,Other,6081
ND,7,Total,3532964
ND,7,Wind,758155
NE,7,Coal,1657929
NE,7,Hydroelectric Conventional,109183
NE,7,Natural Gas,347286
NE,7,Other,583689
NE,7,Solar Thermal and Photovoltaic,25624
NE,7,Total,3337927
NE,7,Wind,614215
NH,7,Coal,47884
NH,7,Hydroelectric Conventional,93932
NH,7,Natural Gas,255946
NH,7,Other,1004799
NH,7,Solar Thermal and Photovoltaic,367
NH,7,Total,1424901
NH,7,Wind,21973
NJ,7,Coal,0
NJ,7,Hydroelectric Conventional,0
NJ,7,Natural Gas,3946868
NJ,7,Other,2642823
NJ,7,Solar Thermal and Photovoltaic,186064
NJ,7,Total,6776835
NJ,7,Wind,1080
NM,7,Coal,952362
NM,7,Hydroelectric Conventional,17735
NM,7,Natural Gas,1388103
NM,7,Other,-785
NM,7,Solar Thermal and Photovoltaic,459439
NM,7,Total,3727451
NM,7,Wind,910596
NV,7,Coal,266180
NV,7,Hydroelectric Conventional,137282
NV,7,Natural Gas,3016889
NV,7,Other,301563
NV,7,Solar Thermal and Photovoltaic,1481836
NV,7,Total,5218017
NV,7,Wind,14268
NY,7,Coal,0
NY,7,Hydroelectric Conventional,2396726
NY,7,Natural Gas,7702029
NY,7,Other,2634586
NY,7,Solar Thermal and Photovoltaic,355503
NY,7,Total,13399714
NY,7,Wind,310870
OH,7,Coal,3184923
OH,7,Hydroelectric Conventional,34821
OH,7,Natural Gas,8323002
OH,7,Other,1755591
OH,7,Solar Thermal and Photovoltaic,536026
OH,7,Total,13951108
OH,7,Wind,116746
OK,7,Coal,605612
OK,7,Hydroelectric Conventional,57569
OK,7,Natural Gas,5730115
OK,7,Other,29526
OK,7,Solar Thermal and Photovoltaic,44979
OK,7,Total,9460261
OK,7,Wind,2992460
OR,7,Hydroelectric Conventional,2081365
OR,7,Natural Gas,2354244
OR,7,Other,102052
OR,7,Solar Thermal and Photovoltaic,259244
OR,7,Total,5583678
OR,7,Wind,786773
PA,7,Coal,1957783
PA,7,Hydroelectric Conventional,163106
PA,7,Natural Gas,15329968
PA,7,Other,6535721
PA,7,Solar Thermal and Photovoltaic,148769
PA,7,Total,24306703
PA,7,Wind,171357
RI,7,Coal,0
RI,7,Hydroelectric Conventional,290
RI,7,Natural Gas,1028312
RI,7,Other,22428
RI,7,Solar Thermal and Photovoltaic,66314
RI,7,Total,1126921
RI,7,Wind,9576
SC,7,Coal,2151281
SC,7,Hydroelectric Conventional,86436
SC,7,Natural Gas,2212761
SC,7,Other,5082529
SC,7,Solar Thermal and Photovoltaic,310898
SC,7,Total,9843905
SD,7,Coal,184192
SD,7,Hydroelectric Conventional,400067
SD,7,Natural Gas,372799
SD,7,Other,4323
SD,7,Solar Thermal and Photovoltaic,55707
SD,7,Total,1678558
SD,7,Wind,661469
TN,7,Coal,2265745
TN,7,Hydroelectric Conventional,492839
TN,7,Natural Gas,1849056
TN,7,Other,2661170
TN,7,Solar Thermal and Photovoltaic,114927
TN,7,Total,7385366
TN,7,Wind,1627
TX,7,Coal,6843014
TX,7,Hydroelectric Conventional,33914
TX,7,Natural Gas,30414666
TX,7,Other,3722290
TX,7,Solar Thermal and Photovoltaic,4167494
TX,7,Total,54302875
TX,7,Wind,9121497
UT,7,Coal,1669683
UT,7,Hydroelectric Conventional,73439
UT,7,Natural Gas,1138893
UT,7,Other,57616
UT,7,Solar Thermal and Photovoltaic,596551
UT,7,Total,3582455
UT,7,Wind,46273
VA,7,Coal,258701
VA,7,Hydroelectric Conventional,58824
VA,7,Natural Gas,6586683
VA,7,Other,2775487
VA,7,Solar Thermal and Photovoltaic,771127
VA,7,Total,10454394
VA,7,Wind,3572
VT,7,Hydroelectric Conventional,116577
VT,7,Natural Gas,90
VT,7,Other,28263
VT,7,Solar Thermal and Photovoltaic,25848
VT,7,Total,188572
VT,7,Wind,17794
WA,7,Coal,352154
WA,7,Hydroelectric Conventional,6247181
WA,7,Natural Gas,1933173
WA,7,Other,962434
WA,7,Solar Thermal and Photovoltaic,55362
WA,7,Total,10024328
WA,7,Wind,474025
WI,7,Coal,1871306
WI,7,Hydroelectric Conventional,184488
WI,7,Natural Gas,3077624
WI,7,Other,994543
WI,7,Solar Thermal and Photovoltaic,388683
WI,7,Total,6583955
WI,7,Wind,67311
WV,7,Coal,4455655
WV,7,Hydroelectric Conventional,108407
WV,7,Natural Gas,336388
WV,7,Other,21253
WV,7,Solar Thermal and Photovoltaic,29001
WV,7,Total,5043063
WV,7,Wind,92360
WY,7,Coal,2391226
WY,7,Hydroelectric Conventional,87762
WY,7,Natural Gas,780751
WY,7,Other,40140
WY,7,Solar Thermal and Photovoltaic,60925
WY,7,Total,3814014
WY,7,Wind,453209
AK,8,Coal,57509
AK,8,Hydroelectric Conventional,153662
AK,8,Natural Gas,320074
AK,8,Other,92300
AK,8,Solar Thermal and Photovoltaic,1749
AK,8,Total,631955
AK,8,Wind,6661
AL,8,Coal,1883083
AL,8,Hydroelectric Conventional,708335
AL,8,Natural Gas,7123314
AL,8,Other,4210842
AL,8,Solar Thermal and Photovoltaic,147412
AL,8,Total,14072986
AR,8,Coal,1740870
AR,8,Hydroelectric Conventional,292505
AR,8,Natural Gas,2760654
AR,8,Other,1430905
AR,8,Solar Thermal and Photovoltaic,248728
AR,8,Total,6473661
AZ,8,Coal,1022035
AZ,8,Hydroelectric Conventional,421358
AZ,8,Natural Gas,6621632
AZ,8,Other,2988064
AZ,8,Solar Thermal and Photovoltaic,1160814
AZ,8,Total,12450195
AZ,8,Wind,236292
CA,8,Coal,22135
CA,8,Hydroelectric Conventional,3348499
CA,8,Natural Gas,9381439
CA,8,Other,3001460
CA,8,Solar Thermal and Photovoltaic,5366092
CA,8,Total,22337865
CA,8,Wind,1218240
CO,8,Coal,1616407
CO,8,Hydroelectric Conventional,141856
CO,8,Natural Gas,1888583
CO,8,Other,5673
CO,8,Solar Thermal and Photovoltaic,511553
CO,8,Total,5475222
CO,8,Wind,1311151
CT,8,Coal,0
CT,8,Hydroelectric Conventional,38550
CT,8,Natural Gas,2653677
CT,8,Other,1609005
CT,8,Solar Thermal and Photovoltaic,52330
CT,8,Total,4354077
CT,8,Wind,515
DC,8,Natural Gas,10020
DC,8,Other,4071
DC,8,Solar Thermal and Photovoltaic,5636
DC,8,Total,19727
DE,8,Coal,14428
DE,8,Natural Gas,420602
DE,8,Other,28334
DE,8,Solar Thermal and Photovoltaic,18382
DE,8,Total,481784
DE,8,Wind,37
FL,8,Coal,1019358
FL,8,Hydroelectric Conventional,17883
FL,8,Natural Gas,21318366
FL,8,Other,3248800
FL,8,Solar Thermal and Photovoltaic,1742598
FL,8,Total,27347005
GA,8,Coal,2201494
GA,8,Hydroelectric Conventional,305020
GA,8,Natural Gas,6417664
GA,8,Other,4992374
GA,8,Solar Thermal and Photovoltaic,943214
GA,8,Total,14859764
HI,8,Hydroelectric Conventional,7575
HI,8,Other,701255
HI,8,Solar Thermal and Photovoltaic,72093
HI,8,Total,840265
HI,8,Wind,59341
IA,8,Coal,1802752
IA,8,Hydroelectric Conventional,93817
IA,8,Natural Gas,1220669
IA,8,Other,28263
IA,8,Solar Thermal and Photovoltaic,74282
IA,8,Total,5540199
IA,8,Wind,2320415
ID,8,Coal,0
ID,8,Hydroelectric Conventional,702236
ID,8,Natural Gas,624581
ID,8,Other,48473
ID,8,Solar Thermal and Photovoltaic,115756
ID,8,Total,1655530
ID,8,Wind,164484
IL,8,Coal,3103232
IL,8,Hydroelectric Conventional,6128
IL,8,Natural Gas,4124595
IL,8,Other,8593123
IL,8,Solar Thermal and Photovoltaic,273973
IL,8,Total,17200380
IL,8,Wind,1099328
IN,8,Coal,4167086
IN,8,Hydroelectric Conventional,37818
IN,8,Natural Gas,3733985
IN,8,Other,250297
IN,8,Solar Thermal and Photovoltaic,405322
IN,8,Total,9000997
IN,8,Wind,406489
KS,8,Coal,1733247
KS,8,Hydroelectric Conventional,1329
KS,8,Natural Gas,793517
KS,8,Other,779696
KS,8,Solar Thermal and Photovoltaic,8499
KS,8,Total,5363451
KS,8,Wind,2047163
KY,8,Coal,4389976
KY,8,Hydroelectric Conventional,325224
KY,8,Natural Gas,2175561
KY,8,Other,39457
KY,8,Solar Thermal and Photovoltaic,33740
KY,8,Total,6963958
LA,8,Coal,272081
LA,8,Hydroelectric Conventional,60174
LA,8,Natural Gas,7909149
LA,8,Other,1707510
LA,8,Solar Thermal and Photovoltaic,185074
LA,8,Total,10133989
MA,8,Coal,0
MA,8,Hydroelectric Conventional,100934
MA,8,Natural Gas,1432645
MA,8,Other,119814
MA,8,Solar Thermal and Photovoltaic,236157
MA,8,Total,1899869
MA,8,Wind,10318
MD,8,Coal,175938
MD,8,Hydroelectric Conventional,154923
MD,8,Natural Gas,1516762
MD,8,Other,1358548
MD,8,Solar Thermal and Photovoltaic,118231
MD,8,Total,3346767
MD,8,Wind,22365
ME,8,Coal,2455
ME,8,Hydroelectric Conventional,302095
ME,8,Natural Gas,471393
ME,8,Other,169823
ME,8,Solar Thermal and Photovoltaic,126586
ME,8,Total,1214808
ME,8,Wind,142458
MI,8,Coal,2738184
MI,8,Hydroelectric Conventional,118915
MI,8,Natural Gas,5948276
MI,8,Other,2667761
MI,8,Solar Thermal and Photovoltaic,220901
MI,8,Total,12141644
MI,8,Wind,447607
MN,8,Coal,1148511
MN,8,Hydroelectric Conventional,66277
MN,8,Natural Gas,1823645
MN,8,Other,1385592
MN,8,Solar Thermal and Photovoltaic,250435
MN,8,Total,5512714
MN,8,Wind,838255
MO,8,Coal,4222906
MO,8,Hydroelectric Conventional,90332
MO,8,Natural Gas,1427032
MO,8,Other,911999
MO,8,Solar Thermal and Photovoltaic,26276
MO,8,Total,7050009
MO,8,Wind,371465
MS,8,Coal,416886
MS,8,Natural Gas,5633548
MS,8,Other,1130440
MS,8,Solar Thermal and Photovoltaic,233205
MS,8,Total,7438819
MS,8,Wind,24740
MT,8,Coal,993011
MT,8,Hydroelectric Conventional,741566
MT,8,Natural Gas,109885
MT,8,Other,55525
MT,8,Solar Thermal and Photovoltaic,45063
MT,8,Total,2306837
MT,8,Wind,361789
NC,8,Coal,1550854
NC,8,Hydroelectric Conventional,411433
NC,8,Natural Gas,6326868
NC,8,Other,3974996
NC,8,Solar Thermal and Photovoltaic,1272417
NC,8,Total,13561307
NC,8,Wind,24738
ND,8,Coal,2099741
ND,8,Hydroelectric Conventional,180453
ND,8,Natural Gas,310819
ND,8,Other,7496
ND,8,Total,3641877
ND,8,Wind,1043369
NE,8,Coal,1973031
NE,8,Hydroelectric Conventional,97405
NE,8,Natural Gas,250938
NE,8,Other,512561
NE,8,Solar Thermal and Photovoltaic,20966
NE,8,Total,3559943
NE,8,Wind,705043
NH,8,Coal,18333
NH,8,Hydroelectric Conventional,138265
NH,8,Natural Gas,631936
NH,8,Other,1006774
NH,8,Solar Thermal and Photovoltaic,370
NH,8,Total,1814620
NH,8,Wind,18942
NJ,8,Coal,0
NJ,8,Hydroelectric Conventional,0
NJ,8,Natural Gas,2785048
NJ,8,Other,2661328
NJ,8,Solar Thermal and Photovoltaic,186204
NJ,8,Total,5633736
NJ,8,Wind,1156
NM,8,Coal,745737
NM,8,Hydroelectric Conventional,15541
NM,8,Natural Gas,1095438
NM,8,Other,-1337
NM,8,Solar Thermal and Photovoltaic,438512
NM,8,Total,3198294
NM,8,Wind,904405
NV,8,Coal,275267
NV,8,Hydroelectric Conventional,110375
NV,8,Natural Gas,2642985
NV,8,Other,295400
NV,8,Solar Thermal and Photovoltaic,1351315
NV,8,Total,4706981
NV,8,Wind,31639
NY,8,Coal,0
NY,8,Hydroelectric Conventional,2321787
NY,8,Natural Gas,6858225
NY,8,Other,2394824
NY,8,Solar Thermal and Photovoltaic,373519
NY,8,Total,12291302
NY,8,Wind,342947
OH,8,Coal,2992099
OH,8,Hydroelectric Conventional,42050
OH,8,Natural Gas,8246602
OH,8,Other,1780955
OH,8,Solar Thermal and Photovoltaic,485489
OH,8,Total,13651674
OH,8,Wind,104479
OK,8,Coal,882243
OK,8,Hydroelectric Conventional,145804
OK,8,Natural Gas,6060537
OK,8,Other,32924
OK,8,Solar Thermal and Photovoltaic,44348
OK,8,Total,10062534
OK,8,Wind,2896678
OR,8,Hydroelectric Conventional,1997656
OR,8,Natural Gas,2349993
OR,8,Other,95294
OR,8,Solar Thermal and Photovoltaic,243029
OR,8,Total,5450199
OR,8,Wind,764227
PA,8,Coal,1267785
PA,8,Hydroelectric Conventional,244550
PA,8,Natural Gas,14481699
PA,8,Other,6886733
PA,8,Solar Thermal and Photovoltaic,140057
PA,8,Total,23205426
PA,8,Wind,184602
RI,8,Coal,0
RI,8,Hydroelectric Conventional,422
RI,8,Natural Gas,966207
RI,8,Other,20079
RI,8,Solar Thermal and Photovoltaic,65768
RI,8,Total,1061258
RI,8,Wind,8781
SC,8,Coal,1432487
SC,8,Hydroelectric Conventional,230380
SC,8,Natural Gas,2594296
SC,8,Other,5083156
SC,8,Solar Thermal and Photovoltaic,296626
SC,8,Total,9636947
SD,8,Coal,144626
SD,8,Hydroelectric Conventional,350877
SD,8,Natural Gas,262247
SD,8,Other,5097
SD,8,Solar Thermal and Photovoltaic,48463
SD,8,Total,1655613
SD,8,Wind,844303
TN,8,Coal,1950144
TN,8,Hydroelectric Conventional,693174
TN,8,Natural Gas,1861598
TN,8,Other,2272458
TN,8,Solar Thermal and Photovoltaic,133925
TN,8,Total,6912349
TN,8,Wind,1050
TX,8,Coal,7370077
TX,8,Hydroelectric Conventional,96441
TX,8,Natural Gas,34101932
TX,8,Other,3952842
TX,8,Solar Thermal and Photovoltaic,4499362
TX,8,Total,58513953
TX,8,Wind,8493297
UT,8,Coal,1579605
UT,8,Hydroelectric Conventional,64958
UT,8,Natural Gas,1126808
UT,8,Other,59084
UT,8,Solar Thermal and Photovoltaic,531439
UT,8,Total,3440325
UT,8,Wind,78431
VA,8,Coal,145549
VA,8,Hydroelectric Conventional,118531
VA,8,Natural Gas,6584914
VA,8,Other,2793342
VA,8,Solar Thermal and Photovoltaic,776132
VA,8,Total,10420948
VA,8,Wind,2481
VT,8,Hydroelectric Conventional,124148
VT,8,Natural Gas,36
VT,8,Other,36764
VT,8,Solar Thermal and Photovoltaic,24184
VT,8,Total,208954
VT,8,Wind,23822
WA,8,Coal,354637
WA,8,Hydroelectric Conventional,5370961
WA,8,Natural Gas,1849279
WA,8,Other,972015
WA,8,Solar Thermal and Photovoltaic,54288
WA,8,Total,9094812
WA,8,Wind,493631
WI,8,Coal,2072049
WI,8,Hydroelectric Conventional,167522
WI,8,Natural Gas,2745850
WI,8,Other,981911
WI,8,Solar Thermal and Photovoltaic,362951
WI,8,Total,6417797
WI,8,Wind,87514
WV,8,Coal,4845043
WV,8,Hydroelectric Conventional,126549
WV,8,Natural Gas,320269
WV,8,Other,16047
WV,8,Solar Thermal and Photovoltaic,26603
WV,8,Total,5412853
