state,month,energySource,powerGenerated
NV,3,Wind,38894
NY,3,Coal,0
NY,3,Hydroelectric Conventional,2659875
NY,3,Natural Gas,4630566
NY,3,Other,1916987
NY,3,Solar Thermal and Photovoltaic,248601
NY,3,Total,10082605
NY,3,Wind,626576
OH,3,Coal,1393651
OH,3,Hydroelectric Conventional,51510
OH,3,Natural Gas,7273940
OH,3,Other,1143443
OH,3,Solar Thermal and Photovoltaic,247123
OH,3,Total,10460881
OH,3,Wind,351213
OK,3,Coal,92147
OK,3,Hydroelectric Conventional,172250
OK,3,Natural Gas,2673695
OK,3,Other,18318
OK,3,Solar Thermal and Photovoltaic,7018
OK,3,Total,6671745
OK,3,Wind,3708317
OR,3,Hydroelectric Conventional,2609345
OR,3,Natural Gas,2142364
OR,3,Other,90829
OR,3,Solar Thermal and Photovoltaic,163190
OR,3,Total,5818843
OR,3,Wind,813115
PA,3,Coal,610626
PA,3,Hydroelectric Conventional,301866
PA,3,Natural Gas,12140647
PA,3,Other,6528232
PA,3,Solar Thermal and Photovoltaic,79359
PA,3,Total,20053917
PA,3,Wind,393187
RI,3,Coal,0
RI,3,Hydroelectric Conventional,813
RI,3,Natural Gas,476179
RI,3,Other,22454
RI,3,Solar Thermal and Photovoltaic,51611
RI,3,Total,571443
RI,3,Wind,20386
SC,3,Coal,1024417
SC,3,Hydroelectric Conventional,270181
SC,3,Natural Gas,1411442
SC,3,Other,4747109
SC,3,Solar Thermal and Photovoltaic,244898
SC,3,Total,7698046
SD,3,Coal,111817
SD,3,Hydroelectric Conventional,387095
SD,3,Natural Gas,137951
SD,3,Other,2275
SD,3,Solar Thermal and Photovoltaic,12152
SD,3,Total,1900058
SD,3,Wind,1248769
TN,3,Coal,1012415
TN,3,Hydroelectric Conventional,841616
TN,3,Natural Gas,1302722
TN,3,Other,3080334
TN,3,Solar Thermal and Photovoltaic,97457
TN,3,Total,6336851
TN,3,Wind,2308
TX,3,Coal,3209907
TX,3,Hydroelectric Conventional,108000
TX,3,Natural Gas,19395089
TX,3,Other,3388510
TX,3,Solar Thermal and Photovoltaic,2784000
TX,3,Total,40483432
TX,3,Wind,11597928
UT,3,Coal,867078
UT,3,Hydroelectric Conventional,69829
UT,3,Natural Gas,900056
UT,3,Other,58015
UT,3,Solar Thermal and Photovoltaic,361094
UT,3,Total,2337293
UT,3,Wind,81219
VA,3,Coal,74706
VA,3,Hydroelectric Conventional,123162
VA,3,Natural Gas,5171166
VA,3,Other,2274333
VA,3,Solar Thermal and Photovoltaic,526888
VA,3,Total,8176114
VA,3,Wind,5860
VT,3,Hydroelectric Conventional,153957
VT,3,Natural Gas,194
VT,3,Other,32669
VT,3,Solar Thermal and Photovoltaic,17131
VT,3,Total,243520
VT,3,Wind,39568
WA,3,Coal,201896
WA,3,Hydroelectric Conventional,5148856
WA,3,Natural Gas,1518254
WA,3,Other,946304
WA,3,Solar Thermal and Photovoltaic,39226
WA,3,Total,8677833
WA,3,Wind,823297
WI,3,Coal,1399118
WI,3,Hydroelectric Conventional,159639
WI,3,Natural Gas,2172277
WI,3,Other,966996
WI,3,Solar Thermal and Photovoltaic,222618
WI,3,Total,5155299
WI,3,Wind,234651
WV,3,Coal,2989916
WV,3,Hydroelectric Conventional,155341
WV,3,Natural Gas,242599
WV,3,Other,11927
WV,3,Solar Thermal and Photovoltaic,15843
WV,3,Total,3674442
WV,3,Wind,258816
WY,3,Coal,1831096
WY,3,Hydroelectric Conventional,79452
WY,3,Natural Gas,233437
WY,3,Other,41684
WY,3,Solar Thermal and Photovoltaic,13641
WY,3,Total,3101101
WY,3,Wind,901792
AK,4,Coal,51371
AK,4,Hydroelectric Conventional,125470
AK,4,Natural Gas,184683
AK,4,Other,103210
AK,4,Solar Thermal and Photovoltaic,1480
AK,4,Total,479380
AK,4,Wind,13166
AL,4,Coal,1636669
AL,4,Hydroelectric Conventional,586598
AL,4,Natural Gas,4611241
AL,4,Other,3586643
AL,4,Solar Thermal and Photovoltaic,118101
AL,4,Total,10539252
AR,4,Coal,428688
AR,4,Hydroelectric Conventional,256588
AR,4,Natural Gas,1508473
AR,4,Other,1334637
AR,4,Solar Thermal and Photovoltaic,157684
AR,4,Total,3686068
AZ,4,Coal,451491
AZ,4,Hydroelectric Conventional,488865
AZ,4,Natural Gas,3450653
AZ,4,Other,2050580
AZ,4,Solar Thermal and Photovoltaic,920799
AZ,4,Total,7553322
AZ,4,Wind,190934
CA,4,Coal,21340
CA,4,Hydroelectric Conventional,3166073
CA,4,Natural Gas,4127562
CA,4,Other,2299128
CA,4,Solar Thermal and Photovoltaic,4259997
CA,4,Total,15301484
CA,4,Wind,1427382
CO,4,Coal,630643
CO,4,Hydroelectric Conventional,138170
CO,4,Natural Gas,1230528
CO,4,Other,6091
CO,4,Solar Thermal and Photovoltaic,448706
CO,4,Total,4088546
CO,4,Wind,1634408
CT,4,Coal,0
CT,4,Hydroelectric Conventional,41381
CT,4,Natural Gas,1586763
CT,4,Other,1604455
CT,4,Solar Thermal and Photovoltaic,47105
CT,4,Total,3280724
CT,4,Wind,1021
DC,4,Natural Gas,3796
DC,4,Other,4925
DC,4,Solar Thermal and Photovoltaic,3323
DC,4,Total,12044
DE,4,Coal,-2278
DE,4,Natural Gas,293324
DE,4,Other,24615
DE,4,Solar Thermal and Photovoltaic,15065
DE,4,Total,331030
DE,4,Wind,304
FL,4,Coal,445322
FL,4,Hydroelectric Conventional,18572
FL,4,Natural Gas,14069308
FL,4,Other,2859478
FL,4,Solar Thermal and Photovoltaic,2037354
FL,4,Total,19430034
GA,4,Coal,1140045
GA,4,Hydroelectric Conventional,199095
GA,4,Natural Gas,3767955
GA,4,Other,4485553
GA,4,Solar Thermal and Photovoltaic,837302
GA,4,Total,10429951
HI,4,Hydroelectric Conventional,10184
HI,4,Other,580684
HI,4,Solar Thermal and Photovoltaic,58034
HI,4,Total,710722
HI,4,Wind,61820
IA,4,Coal,152508
IA,4,Hydroelectric Conventional,71955
IA,4,Natural Gas,331388
IA,4,Other,13050
IA,4,Solar Thermal and Photovoltaic,61874
IA,4,Total,5747461
IA,4,Wind,5116685
ID,4,Coal,0
ID,4,Hydroelectric Conventional,607545
ID,4,Natural Gas,317948
ID,4,Other,46756
ID,4,Solar Thermal and Photovoltaic,88837
ID,4,Total,1376519
ID,4,Wind,315434
IL,4,Coal,1787531
IL,4,Hydroelectric Conventional,5554
IL,4,Natural Gas,1515546
IL,4,Other,7779267
IL,4,Solar Thermal and Photovoltaic,230953
IL,4,Total,14059452
IL,4,Wind,2740600
IN,4,Coal,2371430
IN,4,Hydroelectric Conventional,37751
IN,4,Natural Gas,2647726
IN,4,Other,165927
IN,4,Solar Thermal and Photovoltaic,231911
IN,4,Total,6588729
IN,4,Wind,1133984
KS,4,Coal,322421
KS,4,Hydroelectric Conventional,1448
KS,4,Natural Gas,397969
KS,4,Other,10008
KS,4,Solar Thermal and Photovoltaic,6127
KS,4,Total,3660210
KS,4,Wind,2922237
KY,4,Coal,3134170
KY,4,Hydroelectric Conventional,280584
KY,4,Natural Gas,1041975
KY,4,Other,40063
KY,4,Solar Thermal and Photovoltaic,15019
KY,4,Total,4511812
LA,4,Coal,97472
LA,4,Hydroelectric Conventional,58011
LA,4,Natural Gas,5774385
LA,4,Other,982836
LA,4,Solar Thermal and Photovoltaic,68930
LA,4,Total,6981633
MA,4,Coal,0
MA,4,Hydroelectric Conventional,104114
MA,4,Natural Gas,890397
MA,4,Other,111127
MA,4,Solar Thermal and Photovoltaic,212450
MA,4,Total,1334597
MA,4,Wind,16508
MD,4,Coal,89088
MD,4,Hydroelectric Conventional,287983
MD,4,Natural Gas,1495122
MD,4,Other,1416530
MD,4,Solar Thermal and Photovoltaic,104149
MD,4,Total,3447719
MD,4,Wind,54848
ME,4,Coal,1789
ME,4,Hydroelectric Conventional,317471
ME,4,Natural Gas,271992
ME,4,Other,143362
ME,4,Solar Thermal and Photovoltaic,83147
ME,4,Total,1118580
ME,4,Wind,300818
MI,4,Coal,1636648
MI,4,Hydroelectric Conventional,96273
MI,4,Natural Gas,4252930
MI,4,Other,1081365
MI,4,Solar Thermal and Photovoltaic,176414
MI,4,Total,8361551
MI,4,Wind,1117921
MN,4,Coal,671959
MN,4,Hydroelectric Conventional,53392
MN,4,Natural Gas,831893
MN,4,Other,1332249
MN,4,Solar Thermal and Photovoltaic,212716
MN,4,Total,4744656
MN,4,Wind,1642447
MO,4,Coal,2263049
MO,4,Hydroelectric Conventional,57405
MO,4,Natural Gas,548306
MO,4,Other,909771
MO,4,Solar Thermal and Photovoltaic,16967
MO,4,Total,4590393
MO,4,Wind,794894
MS,4,Coal,140889
MS,4,Natural Gas,4247585
MS,4,Other,1130022
MS,4,Solar Thermal and Photovoltaic,84851
MS,4,Total,5668739
MS,4,Wind,65393
MT,4,Coal,695198
MT,4,Hydroelectric Conventional,629148
MT,4,Natural Gas,56579
MT,4,Other,43555
MT,4,Solar Thermal and Photovoltaic,35169
MT,4,Total,2079313
MT,4,Wind,619665
NC,4,Coal,970054
NC,4,Hydroelectric Conventional,321411
NC,4,Natural Gas,3371988
NC,4,Other,3412648
NC,4,Solar Thermal and Photovoltaic,1156078
NC,4,Total,9292789
NC,4,Wind,60610
ND,4,Coal,1504330
ND,4,Hydroelectric Conventional,148623
ND,4,Natural Gas,184982
ND,4,Other,10432
ND,4,Total,3452069
ND,4,Wind,1603701
NE,4,Coal,755876
NE,4,Hydroelectric Conventional,81251
NE,4,Natural Gas,90926
NE,4,Other,584024
NE,4,Solar Thermal and Photovoltaic,7508
NE,4,Total,2848007
NE,4,Wind,1328422
NH,4,Coal,0
NH,4,Hydroelectric Conventional,125919
NH,4,Natural Gas,318844
NH,4,Other,963277
NH,4,Solar Thermal and Photovoltaic,342
NH,4,Total,1450928
NH,4,Wind,42546
NJ,4,Coal,0
NJ,4,Hydroelectric Conventional,1037
NJ,4,Natural Gas,2711718
NJ,4,Other,1820237
NJ,4,Solar Thermal and Photovoltaic,170356
NJ,4,Total,4705267
NJ,4,Wind,1919
NM,4,Coal,586770
NM,4,Hydroelectric Conventional,14893
NM,4,Natural Gas,803897
NM,4,Other,735
NM,4,Solar Thermal and Photovoltaic,366467
NM,4,Total,3216660
NM,4,Wind,1443897
NV,4,Coal,119927
NV,4,Hydroelectric Conventional,189897
NV,4,Natural Gas,1389681
NV,4,Other,343165
NV,4,Solar Thermal and Photovoltaic,1144404
NV,4,Total,3214322
NV,4,Wind,27248
NY,4,Coal,0
NY,4,Hydroelectric Conventional,2370672
NY,4,Natural Gas,3978156
NY,4,Other,2584375
NY,4,Solar Thermal and Photovoltaic,293768
NY,4,Total,9816040
NY,4,Wind,589070
OH,4,Coal,1994286
OH,4,Hydroelectric Conventional,41085
OH,4,Natural Gas,5531248
OH,4,Other,1703354
OH,4,Solar Thermal and Photovoltaic,318914
OH,4,Total,9917981
OH,4,Wind,329093
OK,4,Coal,346805
OK,4,Hydroelectric Conventional,110715
OK,4,Natural Gas,3091705
OK,4,Other,24415
OK,4,Solar Thermal and Photovoltaic,7748
OK,4,Total,7465642
OK,4,Wind,3884253
OR,4,Hydroelectric Conventional,1972559
OR,4,Natural Gas,1817012
OR,4,Other,92856
OR,4,Solar Thermal and Photovoltaic,194394
OR,4,Total,5099494
OR,4,Wind,1022673
PA,4,Coal,652420
PA,4,Hydroelectric Conventional,230161
PA,4,Natural Gas,9721265
PA,4,Other,4891100
PA,4,Solar Thermal and Photovoltaic,100726
PA,4,Total,15969297
PA,4,Wind,373626
RI,4,Coal,0
RI,4,Hydroelectric Conventional,768
RI,4,Natural Gas,490035
RI,4,Other,16537
RI,4,Solar Thermal and Photovoltaic,58284
RI,4,Total,581523
RI,4,Wind,15898
SC,4,Coal,1012420
SC,4,Hydroelectric Conventional,163966
SC,4,Natural Gas,1450249
SC,4,Other,4611481
SC,4,Solar Thermal and Photovoltaic,304067
SC,4,Total,7542183
SD,4,Coal,78971
SD,4,Hydroelectric Conventional,324417
SD,4,Natural Gas,128400
SD,4,Other,2698
SD,4,Solar Thermal and Photovoltaic,16277
SD,4,Total,1838439
SD,4,Wind,1287677
TN,4,Coal,664284
TN,4,Hydroelectric Conventional,639526
TN,4,Natural Gas,879374
TN,4,Other,2523111
TN,4,Solar Thermal and Photovoltaic,106652
TN,4,Total,4814864
TN,4,Wind,1917
TX,4,Coal,3858796
TX,4,Hydroelectric Conventional,57489
TX,4,Natural Gas,18456740
TX,4,Other,2956575
TX,4,Solar Thermal and Photovoltaic,2877549
TX,4,Total,41074202
TX,4,Wind,12867052
UT,4,Coal,795961
UT,4,Hydroelectric Conventional,58611
UT,4,Natural Gas,672652
UT,4,Other,59260
UT,4,Solar Thermal and Photovoltaic,454828
UT,4,Total,2089981
UT,4,Wind,48670
VA,4,Coal,101607
VA,4,Hydroelectric Conventional,78207
VA,4,Natural Gas,3373651
VA,4,Other,2159647
VA,4,Solar Thermal and Photovoltaic,621054
VA,4,Total,6338861
VA,4,Wind,4696
VT,4,Hydroelectric Conventional,128235
VT,4,Natural Gas,8
VT,4,Other,33175
VT,4,Solar Thermal and Photovoltaic,21422
VT,4,Total,218249
VT,4,Wind,35409
WA,4,Coal,1759
WA,4,Hydroelectric Conventional,4345595
WA,4,Natural Gas,1237077
WA,4,Other,931469
WA,4,Solar Thermal and Photovoltaic,43863
WA,4,Total,7506731
WA,4,Wind,946968
WI,4,Coal,1082955
WI,4,Hydroelectric Conventional,139517
WI,4,Natural Gas,1508901
WI,4,Other,947131
WI,4,Solar Thermal and Photovoltaic,259990
WI,4,Total,4175313
WI,4,Wind,236819
WV,4,Coal,3167892
WV,4,Hydroelectric Conventional,125257
WV,4,Natural Gas,309208
WV,4,Other,10256
WV,4,Solar Thermal and Photovoltaic,18114
WV,4,Total,3835881
WV,4,Wind,205153
WY,4,Coal,1459847
WY,4,Hydroelectric Conventional,66855
WY,4,Natural Gas,308353
WY,4,Other,43956
WY,4,Solar Thermal and Photovoltaic,23806
WY,4,Total,2755897
WY,4,Wind,853080
AK,5,Coal,75520
AK,5,Hydroelectric Conventional,151796
AK,5,Natural Gas,204545
AK,5,Other,76832
AK,5,Solar Thermal and Photovoltaic,1678
AK,5,Total,520539
AK,5,Wind,10167
AL,5,Coal,1820875
AL,5,Hydroelectric Conventional,838736
AL,5,Natural Gas,5045987
AL,5,Other,3905392
AL,5,Solar Thermal and Photovoltaic,128672
AL,5,Total,11739662
AR,5,Coal,1063898
AR,5,Hydroelectric Conventional,303670
AR,5,Natural Gas,1953839
AR,5,Other,1006739
AR,5,Solar Thermal and Photovoltaic,198685
AR,5,Total,4526831
AZ,5,Coal,488569
AZ,5,Hydroelectric Conventional,527492
AZ,5,Natural Gas,3858102
AZ,5,Other,2542267
AZ,5,Solar Thermal and Photovoltaic,1094265
AZ,5,Total,8784219
AZ,5,Wind,273523
CA,5,Coal,17212
CA,5,Hydroelectric Conventional,3637361
CA,5,Natural Gas,3598562
CA,5,Other,2534098
CA,5,Solar Thermal and Photovoltaic,5133345
CA,5,Total,16422411
CA,5,Wind,1501835
CO,5,Coal,777081
CO,5,Hydroelectric Conventional,160229
CO,5,Natural Gas,1283027
CO,5,Other,21819
CO,5,Solar Thermal and Photovoltaic,505788
CO,5,Total,4378426
CO,5,Wind,1630481
CT,5,Coal,0
CT,5,Hydroelectric Conventional,42696
CT,5,Natural Gas,1693777
CT,5,Other,1656052
CT,5,Solar Thermal and Photovoltaic,54182
CT,5,Total,3447392
CT,5,Wind,685
DC,5,Natural Gas,6755
DC,5,Other,5327
DC,5,Solar Thermal and Photovoltaic,3752
DC,5,Total,15834
DE,5,Coal,7868
DE,5,Natural Gas,211784
DE,5,Other,31693
DE,5,Solar Thermal and Photovoltaic,15747
DE,5,Total,267096
DE,5,Wind,4
FL,5,Coal,705468
FL,5,Hydroelectric Conventional,19755
FL,5,Natural Gas,18973996
FL,5,Other,3269260
FL,5,Solar Thermal and Photovoltaic,2047565
FL,5,Total,25016044
GA,5,Coal,1266140
GA,5,Hydroelectric Conventional,279213
GA,5,Natural Gas,4796353
GA,5,Other,5118334
GA,5,Solar Thermal and Photovoltaic,899356
GA,5,Total,12359395
HI,5,Hydroelectric Conventional,12429
HI,5,Other,624916
HI,5,Solar Thermal and Photovoltaic,60442
HI,5,Total,750545
HI,5,Wind,52759
IA,5,Coal,836931
IA,5,Hydroelectric Conventional,96158
IA,5,Natural Gas,823253
IA,5,Other,22116
IA,5,Solar Thermal and Photovoltaic,76393
IA,5,Total,5431924
IA,5,Wind,3577074
ID,5,Coal,0
ID,5,Hydroelectric Conventional,725097
ID,5,Natural Gas,281000
ID,5,Other,47322
ID,5,Solar Thermal and Photovoltaic,106581
ID,5,Total,1415379
ID,5,Wind,255379
IL,5,Coal,2055913
IL,5,Hydroelectric Conventional,6196
IL,5,Natural Gas,1705837
IL,5,Other,8493646
IL,5,Solar Thermal and Photovoltaic,277353
IL,5,Total,14405225
IL,5,Wind,1866279
IN,5,Coal,2487464
IN,5,Hydroelectric Conventional,41245
IN,5,Natural Gas,2989248
IN,5,Other,206164
IN,5,Solar Thermal and Photovoltaic,339287
IN,5,Total,6752511
IN,5,Wind,689103
KS,5,Coal,953555
KS,5,Hydroelectric Conventional,3780
KS,5,Natural Gas,521870
KS,5,Other,589280
KS,5,Solar Thermal and Photovoltaic,8695
KS,5,Total,4507318
KS,5,Wind,2430137
KY,5,Coal,3593605
KY,5,Hydroelectric Conventional,380724
KY,5,Natural Gas,1554560
KY,5,Other,41359
KY,5,Solar Thermal and Photovoltaic,16903
KY,5,Total,5587152
LA,5,Coal,323241
LA,5,Hydroelectric Conventional,64912
LA,5,Natural Gas,6712479
LA,5,Other,1210619
LA,5,Solar Thermal and Photovoltaic,73805
LA,5,Total,8385056
MA,5,Coal,0
MA,5,Hydroelectric Conventional,111598
MA,5,Natural Gas,810271
MA,5,Other,107048
MA,5,Solar Thermal and Photovoltaic,239273
MA,5,Total,1282523
MA,5,Wind,14333
MD,5,Coal,398438
MD,5,Hydroelectric Conventional,192795
MD,5,Natural Gas,1015854
MD,5,Other,1412780
MD,5,Solar Thermal and Photovoltaic,113554
MD,5,Total,3165099
MD,5,Wind,31677
ME,5,Coal,1726
ME,5,Hydroelectric Conventional,335017
ME,5,Natural Gas,270817
ME,5,Other,136384
ME,5,Solar Thermal and Photovoltaic,106868
ME,5,Total,1025983
ME,5,Wind,175171
MI,5,Coal,1647564
MI,5,Hydroelectric Conventional,116786
MI,5,Natural Gas,4974884
MI,5,Other,2252086
MI,5,Solar Thermal and Photovoltaic,222042
MI,5,Total,9932456
MI,5,Wind,719093
MN,5,Coal,562307
MN,5,Hydroelectric Conventional,64907
MN,5,Natural Gas,1197663
MN,5,Other,1341231
MN,5,Solar Thermal and Photovoltaic,253105
MN,5,Total,4682091
MN,5,Wind,1262877
MO,5,Coal,3061679
MO,5,Hydroelectric Conventional,99323
MO,5,Natural Gas,721721
MO,5,Other,1028481
MO,5,Solar Thermal and Photovoltaic,18959
MO,5,Total,5413678
MO,5,Wind,483515
MS,5,Coal,252905
MS,5,Natural Gas,5199898
MS,5,Other,1065943
MS,5,Solar Thermal and Photovoltaic,114112
MS,5,Total,6671444
MS,5,Wind,38587
MT,5,Coal,234410
MT,5,Hydroelectric Conventional,753987
MT,5,Natural Gas,64900
MT,5,Other,54159
MT,5,Solar Thermal and Photovoltaic,36694
MT,5,Total,1668279
MT,5,Wind,524130
NC,5,Coal,1809512
NC,5,Hydroelectric Conventional,411798
NC,5,Natural Gas,3931603
NC,5,Other,3724193
NC,5,Solar Thermal and Photovoltaic,1273389
NC,5,Total,11182176
NC,5,Wind,31682
ND,5,Coal,1585723
ND,5,Hydroelectric Conventional,179420
ND,5,Natural Gas,193978
ND,5,Other,9599
ND,5,Total,3212413
ND,5,Wind,1243693
NE,5,Coal,866743
NE,5,Hydroelectric Conventional,97776
NE,5,Natural Gas,144996
NE,5,Other,597536
NE,5,Solar Thermal and Photovoltaic,26740
NE,5,Total,2807508
NE,5,Wind,1073717
NH,5,Coal,0
NH,5,Hydroelectric Conventional,146585
NH,5,Natural Gas,323951
NH,5,Other,983986
NH,5,Solar Thermal and Photovoltaic,381
NH,5,Total,1480871
NH,5,Wind,25969
NJ,5,Coal,0
NJ,5,Hydroelectric Conventional,0
NJ,5,Natural Gas,1985773
NJ,5,Other,2242403
NJ,5,Solar Thermal and Photovoltaic,190420
NJ,5,Total,4420002
NJ,5,Wind,1405
NM,5,Coal,730352
NM,5,Hydroelectric Conventional,17324
NM,5,Natural Gas,968374
NM,5,Other,-25
NM,5,Solar Thermal and Photovoltaic,412630
NM,5,Total,3509323
NM,5,Wind,1380667
NV,5,Coal,132046
NV,5,Hydroelectric Conventional,210330
NV,5,Natural Gas,1695613
NV,5,Other,285620
NV,5,Solar Thermal and Photovoltaic,1457419
NV,5,Total,3808886
NV,5,Wind,27858
NY,5,Coal,0
NY,5,Hydroelectric Conventional,2448783
NY,5,Natural Gas,4624559
NY,5,Other,2668341
NY,5,Solar Thermal and Photovoltaic,341930
NY,5,Total,10489261
NY,5,Wind,405647
OH,5,Coal,2578032
OH,5,Hydroelectric Conventional,45551
OH,5,Natural Gas,6098350
OH,5,Other,1449130
OH,5,Solar Thermal and Photovoltaic,382680
OH,5,Total,10740319
OH,5,Wind,186577
OK,5,Coal,411237
OK,5,Hydroelectric Conventional,146829
OK,5,Natural Gas,4076868
OK,5,Other,28865
OK,5,Solar Thermal and Photovoltaic,34295
OK,5,Total,7758609
OK,5,Wind,3060514
OR,5,Hydroelectric Conventional,2090078
OR,5,Natural Gas,944874
OR,5,Other,95016
OR,5,Solar Thermal and Photovoltaic,249662
OR,5,Total,4471143
OR,5,Wind,1091513
PA,5,Coal,579773
PA,5,Hydroelectric Conventional,264933
PA,5,Natural Gas,11630386
PA,5,Other,6418930
PA,5,Solar Thermal and Photovoltaic,120532
PA,5,Total,19284029
PA,5,Wind,269475
RI,5,Coal,0
RI,5,Hydroelectric Conventional,802
RI,5,Natural Gas,714078
RI,5,Other,23164
RI,5,Solar Thermal and Photovoltaic,66134
RI,5,Total,819366
RI,5,Wind,15189
SC,5,Coal,1299885
SC,5,Hydroelectric Conventional,228387
SC,5,Natural Gas,1963634
SC,5,Other,4629758
SC,5,Solar Thermal and Photovoltaic,311444
SC,5,Total,8433108
SD,5,Coal,104319
SD,5,Hydroelectric Conventional,380985
SD,5,Natural Gas,173939
SD,5,Other,2503
SD,5,Solar Thermal and Photovoltaic,19346
SD,5,Total,1731666
SD,5,Wind,1050574
TN,5,Coal,987957
TN,5,Hydroelectric Conventional,737754
TN,5,Natural Gas,844414
TN,5,Other,3269715
TN,5,Solar Thermal and Photovoltaic,107550
TN,5,Total,5949265
TN,5,Wind,1875
TX,5,Coal,4858849
TX,5,Hydroelectric Conventional,87199
TX,5,Natural Gas,24768500
TX,5,Other,3186694
TX,5,Solar Thermal and Photovoltaic,3346069
TX,5,Total,47572534
TX,5,Wind,11325224
UT,5,Coal,860070
UT,5,Hydroelectric Conventional,69322
UT,5,Natural Gas,796210
UT,5,Other,56591
UT,5,Solar Thermal and Photovoltaic,560843
UT,5,Total,2397849
UT,5,Wind,54812
VA,5,Coal,48235
VA,5,Hydroelectric Conventional,101698
VA,5,Natural Gas,3584397
VA,5,Other,2260467
VA,5,Solar Thermal and Photovoltaic,686304
VA,5,Total,6684938
VA,5,Wind,3838
VT,5,Hydroelectric Conventional,136595
VT,5,Natural Gas,4
VT,5,Other,20840
VT,5,Solar Thermal and Photovoltaic,24672
VT,5,Total,207088
VT,5,Wind,24978
WA,5,Coal,2281
WA,5,Hydroelectric Conventional,5463078
WA,5,Natural Gas,734550
WA,5,Other,957660
WA,5,Solar Thermal and Photovoltaic,54350
WA,5,Total,8046827
WA,5,Wind,834907
WI,5,Coal,1372166
WI,5,Hydroelectric Conventional,167374
WI,5,Natural Gas,2236048
WI,5,Other,997686
WI,5,Solar Thermal and Photovoltaic,319492
WI,5,Total,5253435
WI,5,Wind,160670
WV,5,Coal,3660770
WV,5,Hydroelectric Conventional,137646
WV,5,Natural Gas,355186
WV,5,Other,14066
WV,5,Solar Thermal and Photovoltaic,20222
WV,5,Total,4296564
WV,5,Wind,108675
WY,5,Coal,1392396
WY,5,Hydroelectric Conventional,80690
WY,5,Natural Gas,356562
WY,5,Other,36198
WY,5,Solar Thermal and Photovoltaic,55511
WY,5,Total,2697675
WY,5,Wind,776319
AK,6,Coal,49166
AK,6,Hydroelectric Conventional,174184
AK,6,Natural Gas,220205
AK,6,Other,90797
AK,6,Solar Thermal and Photovoltaic,1794
AK,6,Total,546178
AK,6,Wind,10031
AL,6,Coal,2109658
AL,6,Hydroelectric Conventional,412058
AL,6,Natural Gas,5921965
AL,6,Other,4124109
AL,6,Solar Thermal and Photovoltaic,139893
AL,6,Total,12707683
AR,6,Coal,1771474
AR,6,Hydroelectric Conventional,158385
AR,6,Natural Gas,2464198
AR,6,Other,1398452
AR,6,Solar Thermal and Photovoltaic,237894
AR,6,Total,6030403
AZ,6,Coal,786349
AZ,6,Hydroelectric Conventional,548061
AZ,6,Natural Gas,5181794
AZ,6,Other,2894172
AZ,6,Solar Thermal and Photovoltaic,1185696
AZ,6,Total,10863964
AZ,6,Wind,267893
CA,6,Coal,20657
CA,6,Hydroelectric Conventional,3090818
CA,6,Natural Gas,5573231
CA,6,Other,2958911
CA,6,Solar Thermal and Photovoltaic,5540771
CA,6,Total,18637702
CA,6,Wind,1453314
CO,6,Coal,1525065
CO,6,Hydroelectric Conventional,169458
CO,6,Natural Gas,1489928
CO,6,Other,20410
CO,6,Solar Thermal and Photovoltaic,530500
CO,6,Total,5247306
CO,6,Wind,1511945
CT,6,Coal,0
CT,6,Hydroelectric Conventional,32027
CT,6,Natural Gas,2245394
CT,6,Other,1606260
CT,6,Solar Thermal and Photovoltaic,57292
CT,6,Total,3941744
CT,6,Wind,769
DC,6,Natural Gas,11254
DC,6,Other,4524
DC,6,Solar Thermal and Photovoltaic,5886
DC,6,Total,21664
DE,6,Coal,10328
DE,6,Natural Gas,498110
DE,6,Other,29229
DE,6,Solar Thermal and Photovoltaic,20174
DE,6,Total,557909
DE,6,Wind,67
FL,6,Coal,1140787
FL,6,Hydroelectric Conventional,16939
FL,6,Natural Gas,19243876
FL,6,Other,2975699
FL,6,Solar Thermal and Photovoltaic,1829920
FL,6,Total,25207220
GA,6,Coal,2125502
GA,6,Hydroelectric Conventional,128361
GA,6,Natural Gas,5293281
GA,6,Other,4689734
GA,6,Solar Thermal and Photovoltaic,980845
GA,6,Total,13217722
HI,6,Hydroelectric Conventional,9174
HI,6,Other,591423
HI,6,Solar Thermal and Photovoltaic,76008
HI,6,Total,743214
HI,6,Wind,66610
IA,6,Coal,1286240
IA,6,Hydroelectric Conventional,106767
IA,6,Natural Gas,855052
IA,6,Other,23610
IA,6,Solar Thermal and Photovoltaic,77234
IA,6,Total,5735175
IA,6,Wind,3386271
ID,6,Coal,0
ID,6,Hydroelectric Conventional,814977
ID,6,Natural Gas,467799
ID,6,Other,26992
ID,6,Solar Thermal and Photovoltaic,146594
ID,6,Total,1700947
ID,6,Wind,244585
IL,6,Coal,2651403
IL,6,Hydroelectric Conventional,6475
IL,6,Natural Gas,3023576
IL,6,Other,8453709
IL,6,Solar Thermal and Photovoltaic,286674
IL,6,Total,16295407
IL,6,Wind,1873570
IN,6,Coal,3931414
IN,6,Hydroelectric Conventional,32480
IN,6,Natural Gas,3307837
IN,6,Other,241540
IN,6,Solar Thermal and Photovoltaic,381414
IN,6,Total,8644544
IN,6,Wind,749857
KS,6,Coal,1210506
KS,6,Hydroelectric Conventional,4134
KS,6,Natural Gas,544121
KS,6,Other,879777
KS,6,Solar Thermal and Photovoltaic,9342
KS,6,Total,5377376
